Startup,Industry,SubVertical,City,Investors,InvestmentType,Date,InvestmentAmount
CoreFlow,EdTech,K12,Pune,"Peak XV, Y Combinator",Pre-Seed,2020-10-25,1.0059
BharatPe,Enterprise,Automation,Ahmedabad,Accel,Seed,2023-03-13,5.09656
UrbanStack,Media,Social,Hyderabad,"Kedaara Capital, Sequoia Capital India",Seed,2024-03-24,6.19826
Meesho,Mobility,Micro Mobility,Kolkata,Info Edge,Pre-Series A,2023-04-22,3.34342
AeroStack,SaaS,MarTech,Chennai,"Accel, Tiger Global Management",Seed,2021-04-11,1.21666
NeoTech,Mobility,Ride Sharing,Kolkata,A91 Partners,Series C,2023-12-14,488.61832
Razorpay,E-commerce,D2C,Kolkata,"Omidyar Network, SoftBank Vision Fund",Seed,2021-08-03,0.93884
Ola,EdTech,Coding Bootcamp,Hyderabad,IFC,Debt,2022-05-26,271.17148
FarmBox,SaaS,DevTools,Bengaluru,"Accel, Info Edge, Prosus Ventures",Debt,2022-10-03,35.9729
WorkFit,FoodTech,Food Delivery,Ahmedabad,Tiger Global,Bridge,2024-02-27,2.09802
BlueRise,AgriTech,Smart Farming,Mumbai,"Mirae Asset, Ventures India",Seed,2022-05-19,2.6345
SkillFlow,Retail,Fashion,Chennai,"Peak XV, Tiger Global Management",Pre-Series A,2023-09-27,8.48788
QuantumSolutions,Consumer Electronics,Audio,Mumbai,Ribbit Capital,Seed,2022-10-15,0.84304
HyperSpace,Media,Social,Mumbai,Y Combinator,Series A,2020-02-24,46.86536
NeoSense,AgriTech,Marketplace,Mumbai,"Bessemer Venture Partners, Ventures India",Series C,2023-09-15,753.9939
CloudPay,Consumer Electronics,Wearables,Noida,"A91 Partners, Peak XV",Seed,2021-12-04,4.56966
GreenMart,E-commerce,Fashion,Kolkata,"Info Edge, Sequoia Capital India",Seed,2022-02-09,0.50774
Oyo,Media,Social,Kolkata,"A91 Partners, Kalaari Capital, Ventures India",Series A,2021-10-01,101.6438
NeoLabs,RealEstate,Rental Tech,Ahmedabad,Falcon Edge,Series A,2023-02-25,119.56798
DriveFit,AgriTech,Smart Farming,Ahmedabad,SoftBank Vision Fund,Series B,2024-04-18,229.51764
ClearTax,AgriTech,Supply Chain,Delhi,"Omidyar Network, Ribbit Capital, Ventures India",Series D,2021-12-15,2382.24902
QuantumAnalytics,SaaS,HRTech,Chennai,Matrix Partners India,Pre-Series A,2023-09-16,8.01846
FreshTech,Media,Social,Hyderabad,Falcon Edge,Seed,2020-12-13,6.50482
GrowthConnect,Enterprise,Security,Ahmedabad,Sequoia Capital India,Series A,2022-05-12,14.47538
CoreSpace,SaaS,MarTech,Ahmedabad,Zodius Capital,Pre-Series A,2023-03-18,3.61166
Practo,Media,Streaming,Gurugram,"Omidyar Network, SoftBank Vision Fund, Y Combinator",Seed,2022-10-26,4.49302
DriveEdge,RealEstate,PropTech,Noida,Elevation Capital,Seed,2021-06-27,2.28962
FoodFit,AgriTech,Marketplace,Mumbai,Omidyar Network,Series B,2023-03-30,369.0695
SkillFlow,Retail,Fashion,Kolkata,Ribbit Capital,Pre-Series A,2021-12-12,8.2388
Oyo,Mobility,EV,Chennai,Kalaari Capital,Series B,2021-10-03,623.49514
AutoStack,Consumer Electronics,Smart Home,Noida,"A91 Partners, IFC, Kedaara Capital",Seed,2020-02-08,2.52912
Meesho,RealEstate,Rental Tech,Kolkata,"IFC, Zodius Capital",Seed,2023-07-30,0.72808
DriveEdge,Media,Streaming,Bengaluru,Nexus Venture Partners,Series A,2022-01-16,137.92326
Delhivery,Enterprise,Security,Chennai,Ribbit Capital,Seed,2024-08-27,10.57632
Flipkart,Logistics,Supply Chain,Delhi,Kalaari Capital,Seed,2023-05-16,0.75682
Porter,HealthTech,Diagnostics,Bengaluru,Mirae Asset,Seed,2024-08-21,14.31252
DriveEdge,FinTech,Lending,Delhi,Bessemer Venture Partners,Seed,2020-02-29,11.86004
QuantumSolutions,HealthTech,Telemedicine,Kolkata,SoftBank Vision Fund,Series C,2020-04-23,780.90412
Delhivery,Enterprise,Analytics,Chennai,"Kalaari Capital, LCatterton, Zodius Capital",Angel,2023-10-07,0.27782
FinSense,AgriTech,Marketplace,Noida,"Peak XV, Zodius Capital",Angel,2022-12-04,0.16286
AutoStack,E-commerce,Marketplace,Ahmedabad,SoftBank Vision Fund,Seed,2024-07-10,0.58438
UrbanDrive,Media,Social,Chennai,Lightspeed India,Seed,2020-08-06,1.64776
SkillSolutions,Logistics,Fleet Management,Bengaluru,"Info Edge, Peak XV, SoftBank Vision Fund",Series A,2022-02-06,84.2561
LogiMart,Retail,E-Retail,Pune,Sequoia Capital India,Series A,2022-01-23,9.70454
GreenMart,RealEstate,PropTech,Gurugram,Ribbit Capital,Seed,2022-02-26,1.63818
ShareChat,Retail,Fashion,Mumbai,"Kalaari Capital, LCatterton",Series A,2021-04-29,28.1652
DriveFit,Logistics,Supply Chain,Mumbai,Elevation Capital,Angel,2024-03-29,0.2395
BharatPe,Consumer Electronics,Smart Home,Pune,"IFC, Kalaari Capital, Sequoia Capital India",Growth,2024-04-19,5427.5969
NeoLabs,FoodTech,Food Delivery,Chennai,Zodius Capital,Growth,2024-08-06,1194.78886
Swiggy,Mobility,Ride Sharing,Pune,"Info Edge, Ventures India",Pre-Series A,2024-02-02,2.12676
ClearTax,Retail,E-Retail,Delhi,"Kalaari Capital, Nexus Venture Partners, Ribbit Capital",Series B,2024-06-08,370.15204
HyperLabs,E-commerce,Marketplace,Gurugram,"IFC, Prosus Ventures, Ventures India",Series A,2025-06-08,32.60074
FoodLoop,Enterprise,Automation,Delhi,"Bessemer Venture Partners, Zodius Capital",Seed,2023-11-08,1.09212
BlueRise,SaaS,DevTools,Chennai,"Lightspeed India, Peak XV",Growth,2025-04-18,1580.8437
HomeFoods,Consumer Electronics,Audio,Hyderabad,Kalaari Capital,Series B,2020-12-11,70.78662
DriveLoop,HealthTech,Telemedicine,Pune,Sequoia Capital India,Seed,2023-03-07,0.91968
DriveEdge,Consumer Electronics,Smart Home,Kolkata,Blume Ventures,Seed,2024-01-01,3.00812
NextStack,Consumer Electronics,Wearables,Delhi,"Lightspeed India, Zodius Capital",Series A,2021-02-27,29.7938
FinFoods,FoodTech,Cloud Kitchen,Bengaluru,Ribbit Capital,Seed,2021-06-20,13.99638
LogiMart,RealEstate,Rental Tech,Kolkata,IFC,Seed,2022-08-18,1.8202
AutoMart,Media,Content,Chennai,Accel,Series B,2021-06-08,239.56706
HealthWorks,EdTech,Coding Bootcamp,Pune,"Omidyar Network, Tiger Global Management, Ventures India",Debt,2025-04-07,48.73346
FarmFit,Mobility,Micro Mobility,Chennai,"A91 Partners, Tiger Global Management, Y Combinator",Seed,2022-03-19,0.49816
EduTech,Mobility,EV,Pune,SoftBank Vision Fund,Growth,2020-09-27,2759.52858
Paytm,HealthTech,Pharmacy,Mumbai,Mirae Asset,Seed,2025-06-27,0.91968
QuantumSolutions,FoodTech,Food Delivery,Hyderabad,Falcon Edge,Series A,2024-04-08,129.32042
DriveEdge,SaaS,MarTech,Delhi,"Blume Ventures, Info Edge, Ribbit Capital",Series A,2025-03-05,14.33168
Udaan,EdTech,K12,Bengaluru,"LCatterton, Mirae Asset, Nexus Venture Partners",Series A,2020-11-30,29.44892
NimbusLabs,SaaS,MarTech,Kolkata,"Accel, IFC, Nexus Venture Partners",Series A,2024-09-28,12.0708
HealthAnalytics,HealthTech,Pharmacy,Ahmedabad,Omidyar Network,Angel,2023-04-14,0.94842
MediHive,AgriTech,Supply Chain,Chennai,"LCatterton, Prosus Ventures",Angel,2021-05-19,0.22034
GrowthFlow,RealEstate,PropTech,Chennai,Zodius Capital,Pre-Series A,2025-03-17,3.77452
HyperLoop,Consumer Electronics,Smart Home,Kolkata,Omidyar Network,Series A,2025-05-10,11.48642
MediHive,FinTech,NeoBank,Kolkata,"Bessemer Venture Partners, LCatterton, Nexus Venture Partners",Seed,2024-02-07,7.6161
Postman,Retail,Fashion,Hyderabad,"Peak XV, Tiger Global, Y Combinator",Seed,2020-04-23,1.03464
FoodFit,EdTech,Coding Bootcamp,Mumbai,Kalaari Capital,Pre-Seed,2021-03-02,1.51364
CoreConnect,Retail,Fashion,Delhi,"LCatterton, Ventures India",Seed,2022-10-02,1.02506
LogiSense,E-commerce,D2C,Noida,"A91 Partners, Mirae Asset",Seed,2022-07-01,0.96758
Innovaccer,E-commerce,Fashion,Pune,"Info Edge, SoftBank Vision Fund, Tiger Global",Series A,2022-06-08,10.57632
SmartMart,RealEstate,Rental Tech,Delhi,"Accel, Mirae Asset, Ribbit Capital",Angel,2022-12-15,0.20118
HealthRise,Consumer Electronics,Wearables,Delhi,Zodius Capital,Debt,2023-11-02,32.05468
DriveLoop,FinTech,NeoBank,Mumbai,Falcon Edge,Angel,2022-11-17,0.05748
Flipkart,E-commerce,Fashion,Ahmedabad,Omidyar Network,Series C,2021-12-28,1564.90258
AeroAnalytics,Media,Streaming,Kolkata,"Kalaari Capital, Tiger Global",Seed,2021-01-08,2.54828
Delhivery,SaaS,MarTech,Kolkata,Tiger Global Management,Series A,2021-06-26,39.63246
DataEdge,E-commerce,Grocery,Hyderabad,"Falcon Edge, Sequoia Capital India",Growth,2020-08-05,1532.87664
Porter,FinTech,Lending,Kolkata,"Mirae Asset, Omidyar Network, Tiger Global Management",Series A,2022-04-09,28.3568
ShareChat,Media,Streaming,Chennai,Nexus Venture Partners,Series C,2020-06-28,872.13446
FinFoods,FinTech,Lending,Bengaluru,Ribbit Capital,Seed,2023-08-21,0.85262
DriveEdge,Enterprise,Automation,Gurugram,"Kalaari Capital, Nexus Venture Partners",Seed,2024-04-25,0.93884
Porter,HealthTech,Diagnostics,Kolkata,IFC,Bridge,2022-08-23,11.50558
HomeMart,AgriTech,Smart Farming,Bengaluru,"IFC, Info Edge, Kalaari Capital",Seed,2020-07-29,15.70162
NimbusLabs,AgriTech,Marketplace,Noida,"Falcon Edge, Kalaari Capital",Debt,2020-03-16,9.75244
Myntra,EdTech,Test Prep,Noida,A91 Partners,Pre-Seed,2023-03-26,0.35446
NextStack,FoodTech,Food Delivery,Mumbai,"Kedaara Capital, Sequoia Capital India, Y Combinator",Series A,2025-04-06,54.7976
SmartTech,Consumer Electronics,Wearables,Kolkata,"LCatterton, SoftBank Vision Fund",Seed,2021-03-25,2.16508
InMobi,HealthTech,Pharmacy,Chennai,"Mirae Asset, Ribbit Capital, Y Combinator",Bridge,2024-09-02,0.5269
BharatPe,AgriTech,Supply Chain,Hyderabad,"Blume Ventures, Mirae Asset",Series B,2020-06-25,73.85222
NeoLabs,FoodTech,Food Delivery,Hyderabad,Tiger Global Management,Seed,2023-02-14,6.71558
Licious,Logistics,Supply Chain,Delhi,"Sequoia Capital India, Tiger Global",Seed,2024-10-26,5.44144
Paytm,E-commerce,Grocery,Gurugram,"Matrix Partners India, SoftBank Vision Fund",Seed,2021-04-03,0.5269
AgriFit,Retail,Fashion,Hyderabad,"Accel, IFC, Omidyar Network",Angel,2024-10-13,0.0958
Postman,Consumer Electronics,Wearables,Mumbai,"IFC, Omidyar Network",Bridge,2024-05-19,1.12086
Zomato,Enterprise,Automation,Bengaluru,"Lightspeed India, Nexus Venture Partners, Y Combinator",Series A,2020-12-08,59.09902
Cars24,Media,Content,Noida,Blume Ventures,Series A,2024-11-17,10.1069
Mobikwik,SaaS,DevTools,Mumbai,"Sequoia Capital India, Ventures India",Series D,2022-06-18,608.7611
FarmBox,Mobility,Ride Sharing,Mumbai,"Prosus Ventures, Y Combinator",Seed,2024-01-04,9.15848
WorkPay,Mobility,EV,Gurugram,LCatterton,Seed,2022-05-28,0.92926
ShareChat,FinTech,InsurTech,Delhi,"Accel, Peak XV",Series C,2024-01-09,1122.23952
HyperLabs,Retail,E-Retail,Chennai,Prosus Ventures,Seed,2024-04-03,1.1496
WorkPay,FinTech,NeoBank,Hyderabad,"IFC, Kedaara Capital",Pre-Series A,2024-12-19,1.20708
HyperLabs,FinTech,WealthTech,Noida,"Kalaari Capital, LCatterton, Ribbit Capital",Series A,2020-10-27,18.50856
Ola,Media,Content,Chennai,Accel,Series C,2024-12-09,1354.71738
WorkStack,Media,Streaming,Delhi,Lightspeed India,Series A,2023-01-12,97.21784
FreshTech,Retail,Fashion,Delhi,"Matrix Partners India, Omidyar Network",Pre-Seed,2024-12-28,1.2933
Oyo,Media,Content,Noida,Matrix Partners India,Seed,2020-05-02,2.06928
ClearDekho,SaaS,B2B SaaS,Bengaluru,Info Edge,Series C,2025-04-11,1169.83296
MediHive,EdTech,K12,Pune,"A91 Partners, Nexus Venture Partners, Y Combinator",Seed,2023-09-27,1.02506
LogiMart,Mobility,Micro Mobility,Gurugram,"Accel, Kedaara Capital",Series C,2022-01-09,423.80004
Flipkart,E-commerce,Quick Commerce,Bengaluru,"Accel, Lightspeed India",Pre-Series A,2020-09-23,7.54904
CoreConnect,Mobility,EV,Hyderabad,"Prosus Ventures, Tiger Global Management",Series A,2023-07-27,9.92488
NeoLabs,FoodTech,Cloud Kitchen,Delhi,"Falcon Edge, Info Edge, Tiger Global Management",Series A,2022-09-19,12.08038
Housejoy,Media,Social,Kolkata,Peak XV,Series A,2024-03-08,16.82248
Nykaa,E-commerce,Grocery,Chennai,"Elevation Capital, Falcon Edge",Seed,2022-01-26,0.5269
Housejoy,SaaS,HRTech,Pune,Bessemer Venture Partners,Seed,2022-09-22,0.93884
SmartCare,FoodTech,Cloud Kitchen,Hyderabad,Zodius Capital,Private Equity,2021-03-17,3667.80838
NeoLabs,Mobility,EV,Mumbai,A91 Partners,Growth,2022-05-05,1456.61026
BlueSpace,Consumer Electronics,Smart Home,Ahmedabad,"Ribbit Capital, Ventures India",Seed,2020-10-10,12.89468
EduMart,Media,Content,Mumbai,"Kalaari Capital, Matrix Partners India",Series C,2023-09-22,1753.00588
AutoMart,FinTech,InsurTech,Hyderabad,Kedaara Capital,Series B,2024-11-08,123.57242
FreshTech,E-commerce,Grocery,Mumbai,"A91 Partners, Tiger Global",Seed,2023-06-21,1.2454
FinFoods,Mobility,Ride Sharing,Mumbai,Tiger Global Management,Series B,2022-12-25,137.25266
SkillSolutions,EdTech,Coding Bootcamp,Mumbai,Kalaari Capital,Series C,2023-05-27,947.62486
FarmFit,FinTech,WealthTech,Chennai,"Matrix Partners India, SoftBank Vision Fund",Seed,2020-02-19,1.28372
Porter,E-commerce,Grocery,Delhi,Ventures India,Seed,2021-01-09,4.79
HyperLoop,FoodTech,Grocery,Delhi,Blume Ventures,Seed,2025-05-22,2.16508
NimbusMart,E-commerce,D2C,Delhi,Y Combinator,Pre-Series A,2021-10-25,3.41048
Housejoy,FinTech,Lending,Gurugram,Mirae Asset,Series C,2023-04-15,624.19448
ClearDekho,FoodTech,Cloud Kitchen,Hyderabad,"Kalaari Capital, Mirae Asset",Seed,2022-08-09,1.41784
Freshworks,RealEstate,PropTech,Bengaluru,"Matrix Partners India, Prosus Ventures",Seed,2025-05-27,15.84532
FreshSolutions,FoodTech,Food Delivery,Mumbai,Bessemer Venture Partners,Series D,2022-10-21,2779.34002
SmartCare,HealthTech,Diagnostics,Noida,"Info Edge, Sequoia Capital India",Bridge,2025-05-22,0.80472
SmartMart,AgriTech,Smart Farming,Delhi,"Elevation Capital, Matrix Partners India",Pre-Seed,2025-03-26,1.41784
QuantumAnalytics,Enterprise,Automation,Gurugram,Tiger Global,Series A,2022-11-11,35.85794
CRED,Logistics,Last Mile,Chennai,Kedaara Capital,Series B,2024-08-27,572.1176
QuantumSolutions,EdTech,UpSkilling,Pune,"Info Edge, Matrix Partners India, Tiger Global Management",Series B,2025-06-29,439.99982
DataHive,AgriTech,Smart Farming,Bengaluru,"LCatterton, Omidyar Network, Sequoia Capital India",Angel,2020-09-30,0.17244
MediSpace,FoodTech,Grocery,Kolkata,Bessemer Venture Partners,Series C,2023-01-07,203.6229
Dunzo,Mobility,Ride Sharing,Kolkata,"Y Combinator, Zodius Capital",Series B,2021-12-23,100.88698
EduTech,Retail,Fashion,Bengaluru,Info Edge,Seed,2022-01-28,3.53502
HomeAnalytics,Retail,Grocery,Pune,"Ribbit Capital, Zodius Capital",Seed,2024-07-29,4.95286
HomeAnalytics,Consumer Electronics,Wearables,Bengaluru,"Kedaara Capital, Lightspeed India",Seed,2025-01-26,1.23582
AutoMart,Logistics,Fleet Management,Noida,Prosus Ventures,Series A,2023-02-04,13.96764
NoBroker,E-commerce,Grocery,Delhi,Peak XV,Series B,2020-09-17,484.9396
HomeFoods,Media,Content,Gurugram,"Omidyar Network, Prosus Ventures",Series D,2020-02-17,4621.01838
AutoFlow,FoodTech,Grocery,Bengaluru,"Kalaari Capital, Zodius Capital",Series D,2021-10-23,1607.03542
NeoTech,Consumer Electronics,Wearables,Pune,"Elevation Capital, Kalaari Capital, Lightspeed India",Series A,2020-03-30,15.25136
EduMart,FoodTech,Cloud Kitchen,Pune,Tiger Global Management,Seed,2023-03-17,1.31246
Zepto,Media,Content,Mumbai,SoftBank Vision Fund,Angel,2021-02-07,0.0479
Byju's,RealEstate,Rental Tech,Mumbai,Omidyar Network,Pre-Seed,2022-06-03,1.57112
WorkStack,EdTech,Test Prep,Kolkata,Zodius Capital,Seed,2021-11-28,0.73766
FinSpace,Retail,Fashion,Ahmedabad,"Info Edge, Nexus Venture Partners, Tiger Global Management",Series A,2020-07-14,45.6487
GreenMart,Enterprise,Automation,Mumbai,"Omidyar Network, Tiger Global",Series C,2020-05-06,402.44622
Paytm,E-commerce,Quick Commerce,Bengaluru,"Kalaari Capital, Ribbit Capital",Series A,2021-08-26,42.9663
Flipkart,EdTech,Test Prep,Kolkata,"IFC, Ribbit Capital",Pre-Series A,2024-06-16,4.29184
BlueSpace,RealEstate,PropTech,Kolkata,Accel,Series A,2023-04-18,90.61722
UrbanStack,E-commerce,Grocery,Gurugram,"Falcon Edge, Mirae Asset, Y Combinator",Angel,2020-09-15,0.08622
Ola,HealthTech,Diagnostics,Delhi,SoftBank Vision Fund,Series C,2020-05-03,197.3959
DriveEdge,RealEstate,Home Services,Hyderabad,Nexus Venture Partners,Series A,2023-01-13,13.88142
FreshTech,Logistics,Supply Chain,Bengaluru,"Matrix Partners India, Nexus Venture Partners, Zodius Capital",Series A,2023-09-08,109.61436
Udaan,FoodTech,Food Delivery,Gurugram,Bessemer Venture Partners,Bridge,2023-08-04,12.03248
DataHive,Consumer Electronics,Smart Home,Kolkata,"A91 Partners, SoftBank Vision Fund",Series A,2021-11-09,48.30236
Delhivery,FoodTech,Food Delivery,Delhi,Mirae Asset,Seed,2024-11-29,4.38764
Rapido,RealEstate,PropTech,Gurugram,Mirae Asset,Series A,2021-03-12,58.0069
FreshBox,FoodTech,Cloud Kitchen,Chennai,Sequoia Capital India,Seed,2020-01-14,0.9101
Licious,FinTech,NeoBank,Mumbai,Ribbit Capital,Seed,2022-06-20,13.97722
ShareChat,FinTech,Payments,Gurugram,LCatterton,Seed,2020-12-22,2.24172
NoBroker,SaaS,DevTools,Delhi,LCatterton,Seed,2020-12-26,1.9639
DataAnalytics,HealthTech,Health Analytics,Mumbai,Info Edge,Seed,2021-03-06,3.24762
Nykaa,Retail,Grocery,Delhi,IFC,Bridge,2025-06-24,0.56522
Byju's,E-commerce,Marketplace,Delhi,Y Combinator,Series C,2021-01-27,300.58208
DriveLoop,EdTech,Test Prep,Ahmedabad,"Elevation Capital, Nexus Venture Partners",Series A,2024-10-15,70.69082
LogiMart,Retail,Grocery,Delhi,"LCatterton, Lightspeed India",Series D,2025-06-06,579.60916
HealthRise,Retail,Fashion,Ahmedabad,"Ribbit Capital, Ventures India",Seed,2022-11-07,4.43554
NimbusWorks,Consumer Electronics,Audio,Pune,"Mirae Asset, Peak XV",Series B,2022-12-12,94.57376
FoodFit,Retail,Fashion,Bengaluru,Info Edge,Seed,2025-01-06,2.0118
FinSpace,Logistics,Supply Chain,Chennai,Matrix Partners India,Series A,2025-03-30,20.9323
WorkFit,E-commerce,D2C,Kolkata,"Falcon Edge, Tiger Global",Series A,2021-04-16,25.0996
BlueSpace,Consumer Electronics,Wearables,Chennai,Elevation Capital,Pre-Series A,2022-10-15,5.01992
GrowthFlow,EdTech,UpSkilling,Mumbai,Zodius Capital,Pre-Series A,2020-06-17,1.89684
HealthRise,EdTech,Test Prep,Mumbai,Lightspeed India,Seed,2020-03-19,3.87032
FreshBox,Media,Streaming,Hyderabad,Tiger Global Management,Seed,2023-05-22,2.76862
Swiggy,FinTech,WealthTech,Hyderabad,"Peak XV, Zodius Capital",Series C,2024-05-22,1155.93238
UrbanStack,Mobility,Ride Sharing,Chennai,"Lightspeed India, Matrix Partners India, Omidyar Network",Seed,2024-01-21,15.17472
InMobi,Media,Content,Pune,Info Edge,Series C,2021-10-03,1393.04696
SkillRise,Consumer Electronics,Smart Home,Bengaluru,Elevation Capital,Pre-Series A,2023-03-28,1.57112
MediSpace,RealEstate,Home Services,Pune,"Prosus Ventures, Ventures India",Seed,2022-05-21,0.53648
Delhivery,SaaS,B2B SaaS,Ahmedabad,Nexus Venture Partners,Series C,2025-03-03,389.80062
FreshBox,Retail,Fashion,Ahmedabad,"Kalaari Capital, Lightspeed India",Series A,2022-03-11,47.9958
AeroHub,E-commerce,D2C,Ahmedabad,Accel,Bridge,2023-08-01,0.5748
Zomato,RealEstate,Rental Tech,Delhi,"Blume Ventures, Mirae Asset",Pre-Seed,2023-11-12,0.60354
CRED,FoodTech,Food Delivery,Gurugram,Tiger Global,Seed,2023-09-12,4.33016
MediSpace,Enterprise,Security,Chennai,Falcon Edge,Seed,2020-08-14,1.64776
GrowthCare,FoodTech,Cloud Kitchen,Delhi,"Prosus Ventures, Zodius Capital",Growth,2021-09-26,3663.52612
NextSense,Logistics,Fleet Management,Gurugram,"Elevation Capital, Sequoia Capital India",Series A,2023-11-03,12.7893
SmartCare,Enterprise,Security,Ahmedabad,LCatterton,Series C,2022-12-12,234.83454
NeoLabs,AgriTech,Supply Chain,Mumbai,"Y Combinator, Zodius Capital",Seed,2024-12-09,7.03172
Delhivery,FoodTech,Grocery,Delhi,"Info Edge, Ventures India",Pre-Series A,2021-01-02,2.99854
BlueTech,E-commerce,Fashion,Bengaluru,Elevation Capital,Seed,2024-11-17,6.07372
Cars24,RealEstate,PropTech,Gurugram,"Nexus Venture Partners, Y Combinator",Angel,2022-04-22,0.17244
Zomato,Mobility,EV,Chennai,Falcon Edge,Series A,2021-06-01,18.67142
SmartMart,RealEstate,Rental Tech,Kolkata,"IFC, Kalaari Capital",Pre-Series A,2024-03-07,6.31322
MediSpace,Media,Social,Pune,"Accel, Info Edge",Series B,2022-08-08,439.47292
HomeMart,Consumer Electronics,Audio,Kolkata,Blume Ventures,Series C,2024-09-19,1257.25046
PhonePe,AgriTech,Supply Chain,Delhi,"Accel, Kalaari Capital, Ventures India",Seed,2022-12-30,1.30288
SkillFlow,SaaS,DevTools,Gurugram,"Falcon Edge, Info Edge, Tiger Global",Series B,2025-01-02,246.0623
Zomato,FoodTech,Grocery,Hyderabad,Tiger Global,Series A,2023-05-10,25.46364
UrbanSolutions,EdTech,UpSkilling,Gurugram,Sequoia Capital India,Seed,2020-02-02,0.6706
CloudLabs,E-commerce,Marketplace,Mumbai,"Blume Ventures, Kalaari Capital",Series C,2024-08-27,2297.41812
AeroStack,SaaS,DevTools,Ahmedabad,"Nexus Venture Partners, Peak XV",Seed,2023-01-14,0.79514
Meesho,E-commerce,D2C,Pune,"Info Edge, Kalaari Capital, SoftBank Vision Fund",Seed,2022-04-03,15.9507
Byju's,RealEstate,Home Services,Ahmedabad,Kalaari Capital,Pre-Series A,2020-05-17,2.67282
Chargebee,E-commerce,Grocery,Ahmedabad,Omidyar Network,Seed,2025-05-18,0.94842
UrbanDrive,Retail,Fashion,Delhi,"IFC, Mirae Asset, SoftBank Vision Fund",Seed,2023-07-25,3.53502
WorkStack,AgriTech,Smart Farming,Chennai,Falcon Edge,Series A,2024-02-28,101.86414
UrbanStack,AgriTech,Supply Chain,Hyderabad,Ribbit Capital,Seed,2022-05-27,7.1371
HealthWorks,Consumer Electronics,Wearables,Gurugram,"Omidyar Network, Peak XV, Sequoia Capital India",Seed,2021-02-22,9.3884
Ola,Media,Content,Delhi,Falcon Edge,Seed,2023-08-11,5.44144
SkillRise,Logistics,Last Mile,Gurugram,Matrix Partners India,Series D,2021-11-09,2358.36608
Udaan,RealEstate,PropTech,Gurugram,"Info Edge, SoftBank Vision Fund",Series A,2022-02-20,95.52218
MediHive,Consumer Electronics,Audio,Gurugram,Nexus Venture Partners,Seed,2020-10-16,1.20708
NoBroker,AgriTech,Marketplace,Gurugram,"Kedaara Capital, SoftBank Vision Fund",Seed,2020-06-09,2.91232
BlueRise,HealthTech,Diagnostics,Hyderabad,"IFC, Lightspeed India, Mirae Asset",Seed,2022-07-07,1.08254
ShareChat,FoodTech,Food Delivery,Delhi,"Info Edge, Omidyar Network",Series A,2022-05-15,138.97706
HyperLoop,Retail,Grocery,Bengaluru,Ventures India,Series C,2022-05-25,2469.99224
Delhivery,AgriTech,Marketplace,Delhi,Y Combinator,Series A,2020-12-25,10.66254
BigBasket,Consumer Electronics,Wearables,Chennai,SoftBank Vision Fund,Series A,2022-09-11,64.74164
CoreSpace,EdTech,Test Prep,Bengaluru,"Kalaari Capital, Y Combinator",Growth,2024-02-04,5505.39608
AutoMart,SaaS,MarTech,Kolkata,Kalaari Capital,Seed,2023-04-19,0.92926
GrowthConnect,E-commerce,Fashion,Ahmedabad,"Bessemer Venture Partners, Peak XV",Seed,2024-04-11,3.88948
NextFlow,Consumer Electronics,Smart Home,Pune,"Peak XV, Ventures India",Series B,2023-08-26,606.30862
HomeMart,Enterprise,Security,Bengaluru,Matrix Partners India,Series B,2023-08-14,52.62294
AutoFlow,HealthTech,Pharmacy,Gurugram,"Bessemer Venture Partners, Sequoia Capital India, Zodius Capital",Series A,2025-05-03,63.3238
AeroHub,AgriTech,Supply Chain,Noida,"Blume Ventures, Info Edge",Angel,2024-11-29,0.11496
Oyo,Mobility,Micro Mobility,Chennai,"Peak XV, Ventures India",Series A,2024-02-12,117.09634
Unacademy,E-commerce,Grocery,Pune,"Kedaara Capital, Lightspeed India, Ventures India",Series C,2021-07-04,2657.3483
MediHive,Enterprise,Security,Bengaluru,"Elevation Capital, Kalaari Capital",Seed,2024-05-03,15.59624
Paytm,HealthTech,Diagnostics,Pune,Mirae Asset,Seed,2020-10-02,2.75904
AeroAnalytics,Consumer Electronics,Smart Home,Gurugram,"Blume Ventures, Matrix Partners India, Ventures India",Seed,2020-04-30,11.51516
Freshworks,Consumer Electronics,Smart Home,Ahmedabad,Accel,Seed,2023-07-27,10.79666
WorkFit,Logistics,Last Mile,Pune,"Mirae Asset, Ventures India",Pre-Seed,2021-04-25,0.40236
MediSpace,Retail,E-Retail,Ahmedabad,Lightspeed India,Series C,2020-03-26,1808.3208
MediHive,Mobility,EV,Kolkata,"Info Edge, Y Combinator",Series A,2021-11-21,10.5859
DataHive,Enterprise,Analytics,Pune,"Tiger Global, Y Combinator",Series B,2022-02-14,250.22002
FreshBox,FinTech,InsurTech,Chennai,Sequoia Capital India,Series B,2024-12-23,90.63638
NeoTech,Logistics,Fleet Management,Gurugram,"Kalaari Capital, Mirae Asset, Prosus Ventures",Pre-Series A,2023-06-20,1.26456
FinFoods,RealEstate,Home Services,Bengaluru,Tiger Global Management,Series B,2024-11-23,59.29062
NeoSense,EdTech,Coding Bootcamp,Chennai,Y Combinator,Series B,2024-06-14,330.18428
FarmBox,Enterprise,Automation,Mumbai,"Lightspeed India, Nexus Venture Partners",Series B,2021-08-24,122.9114
ClearDekho,FinTech,Lending,Kolkata,"Mirae Asset, Tiger Global Management",Series C,2021-09-09,1363.91418
